,SongName
1212,Puro amore.1
1213,Come il sole all'improvviso.4
1214,Per colpa di chi.2
1215,Back 2 U
1216,"Bambino io, bambino tu (Legenda)"
1217,Per colpa di chi.3
1218,Madre dolcissima.1
1219,Ali d'oro
1220,Solo una sana e consapevole libidine salva il giovane dallo stress e dall'Azione Cattolica
1221,Miserere.1
1222,Diavolo in me.5
1223,Diavolo in me.4
1224,Senza Una Donna
1225,Un piccolo aiuto (feat. Gerard Depardieu)
1226,Iruben me
1227,Pippo
1228,Diavolo in me.3
1229,Hey Man
1230,Ridammi il Sole
1231,Diavolo in me.2
1232,Datemi una pompa
1233,You Make Me Feel Loved
1234,Diavolo in me
1235,Diavolo in me.1
1236,Rispetto
1237,Overdose (d'amore).3
1238,Il mare impetuoso al tramonto sali sulla luna e dietro una tendina di stelle....3
1239,Scintille
1240,Torna a casa
1241,Il volo.1
1242,Donne.1
1243,Il mare impetuoso al tramonto sali sulla luna e dietro una tendina di stelle....2
1244,Blu.1
1245,Overdose (d'amore).2
1246,Come il sole all'improvviso
1247,Blu.3
1248,Con le mani
1249,Donne.3
1250,Eppure non t'amo
1251,Il volo.2
1252,Donne.2
1253,Il mare impetuoso al tramonto sali sulla luna e dietro una tendina di stelle....1
1254,Blu.2
1255,Overdose (d'amore).1
1256,Voodoo voodoo
1257,Voodoo voodoo.1
1258,Miserere
1259,Menta e rosmarino
1260,Dune mosse
1261,It's All Right (La promessa)
1262,Donne.4
1263,Nice (Nietzsche) che dice
1264,Overdose (d'amore)
1265,Voodoo voodoo.2
1266,Per colpa di chi
1267,Blu
1268,Carmina Burana: Fortuna Imperatrix mundi: I. O Fortuna
1269,Don't Let It Show
1270,Don't Answer Me
1271,I Wouldn't Want To Be Like You
1272,Time
1273,Ammonia Avenue
1274,Damned If I Do
1275,Eye In The Sky
1276,The Turn of a Friendly Card
1277,Prime Time
1278,Games People Play
1279,Somewhere Over the Rainbow
1280,It Takes Me Away
1281,First Time
1282,First Time.1
1283,Duke Of Earl
1284,Son of a Preacher Man
1285,I Only Want to Be With You.1
1286,I Only Want to Be With You.2
1287,In Private
1288,I Only Want to Be With You
1289,You Don't Have to Say You Love Me
1290,San Francisco Blues
1291,Blues After Midnight
1292,Orleans Inspiration
1293,Dr. Diddley
1294,Butler's Boogie
1295,Basin Street Blues
1296,"Baby, Let Me Hold Your Hand"
1297,Down by the Riverside
1298,Dr. James
1299,Simon Says.1
1300,Simon Says
1301,Y.M.C.A
1302,Y.M.C.A.
1303,Y.M.C.A..1
1304,Y.M.C.A.4
1305,Go West.1
1306,Y.M.C.A.5
1307,Macho Man (live).1
1308,Macho Man (live).2
1309,Five O'clock in the Morning
1310,Y.M.C.A.2
1311,Y.M.C.A.3
1312,Y.M.C.A.1
1313,Go West
1314,In the Navy.2
1315,In the Navy.3
1316,In the Navy.1
1317,Macho Man (live)
1318,In the Navy
1319,What It's Like.1
1320,What It's Like
1321,Happy Thogether
1322,She'd Rather Be With Me
1323,Happy Thogether.1
1324,Happy Thogether.2
1325,Happy Thogether.3
1326,It Ain't Me Baby
1327,It Ain't Me Babe
1328,Elenore
1329,You Baby
1330,Right Next Door
1331,My Sweet Lord
1332,Gat Kirwani
1333,Got My Mind Set on You
1334,When We Was Fab
1335,Blow Away
1336,What Is Life
1337,Give Me Love (Give Me Peace on Earth)
1338,Got My Mind Set on You.1
1339,All Those Years Ago
1340,Bangladesh
1341,Crackerbox Palace
1342,My Sweet Lord.1
1343,My Sweet Lord.2
1344,Mitico amore
1345,Alta marea.1
1346,Ci vorrebbe un amico.1
1347,Roma capoccia
1348,Che tesoro che sei.1
1349,Grazie Roma
1350,Alta marea.2
1351,Ci vorrebbe un amico.2
1352,Sotto la pioggia.1
1353,Ci vorrebbe un amico.3
1354,Campo de' fiori
1355,Buona domenica
1356,Amici mai.3
1357,Notte prima degli esami
1358,Bomba o non bomba
1359,Stai con me
1360,Dimmelo Tu Cos'e.1
1361,Amici mai.2
1362,Roma capoccia.2
1363,Benvenuti in paradiso
1364,Giulio Cesare
1365,Compagno di scuola.1
1366,Dimmi che credi
1367,Settembre
1368,Amici mai.1
1369,Roma capoccia.1
1370,Ricordati di me
1371,Sara
1372,Piero e Cinzia
1373,Settembre.1
1374,Peppino
1375,Notte prima degli esami.1
1376,Sotto il segno dei pesci
1377,Vento selvaggio
1378,L'ottimista
1379,Che tesoro che sei
1380,Lilly
1381,In questo mondo che non puoi capire.1
1382,Lilly.1
1383,Buona domenica.1
1384,Ogni volta
1385,Stella
1386,Bomba o non bomba.1
1387,Buona domenica.2
1388,Bomba o non bomba.2
1389,Le tue mani su di me
1390,Sotto la pioggia
1391,Sotto il segno dei pesci.2
1392,Compagno di scuola
1393,Sotto il segno dei pesci.1
1394,In questo mondo che non puoi capire
1395,Sara.1
1396,Dimmelo Tu Cos'e
1397,Ci vorrebbe un amico
1398,Amici mai
1399,Alta marea
1400,Benvenuti in paradiso.3
1401,Benvenuti in paradiso.2
1402,In questo mondo di ladri
1403,Benvenuti in paradiso.1
1404,Prendilo tu questo frutto amaro
1405,Babooshka.3
1406,Under Ice
1407,Babooshka.2
1408,Babooshka.1
1409,Cloudbusting.2
1410,Cloudbusting.1
1411,The Kick Inside
1412,Babooshka
1413,Army Dreamers
1414,Cloudbusting
1415,Wuthering Heights.3
1416,Wuthering Heights.2
1417,Wuthering Heights.1
1418,Wuthering Heights.4
1419,Army Dreamers.1
1420,Wuthering Heights
1421,Broken Wings.1
1422,Broken Wings.2
1423,Broken Wings
1424,Mr. Tambourine Man.1
1425,Eight Miles High.1
1426,Mr Tamborine Man
1427,The Bells Of Rhymney
1428,You Ain't Goin' Nowhere
1429,Eight Miles High
1430,Turn! Turn! Turn!
1431,Turn! Turn! Turn!.1
1432,Turn! Turn! Turn!.2
1433,Mr. Tambourine Man
1434,Too Late for Goodbyes
1435,Move This
1436,Move This.1
1437,Move This.2
1438,Pump Up the Jam
1439,Pump Up the Jam.1
1440,Pump Up the Jam.2
1441,I Can't Get Started
1442,Begin the Beguine.1
1443,Quiereme mucho
1444,Begin the Beguine
1445,When She Cries
1446,I'm Kissing You
1447,Feel So High
1448,Life
1449,You Gotta Be
1450,'Disco' la Passione
1451,Taste
1452,The Horse
1453,Theme From the Bottom
1454,Bliss
1455,Small Town Boy
1456,Land of 1000 Dances
1457,Frogg No. 2
1458,Too Hot
1459,Gangsta's Paradise.3
1460,Gangsta's Paradise.2
1461,Too Hot.1
1462,Gangsta's Paradise (Dangerous Minds)
1463,Gangsta's Paradise.1
1464,Gangsta's Paradise.5
1465,Gangsta's Paradise.4
1466,Gangsta's Paradise.6
1467,Gangsta's Paradise.7
1468,Fantastic Voyage
1469,Gangsta's Paradise
1470,"1, 2, 3, 4 (Sumpin' New)"
1471,C U When U Get There
1472,The Search Is Over
1473,"Eye of the Tiger (From ""Rocky II"")"
1474,Eye Of The Tiger
1475,Is This Love
1476,Baker Street
1477,Cat Scratch Fever
1478,What I Like About You
1479,Talking In Your Sleep
1480,Guardian Angel
1481,Put Your Hand in the Hand
1482,Crazy Times
1483,Summer Saturdays
1484,She Drive Me Crazy
1485,She Drives Me Crazy
1486,Bad Bad Leroy Brown.1
1487,Bad Bad Leroy Brown
1488,Red Roses for a Blue Lady
1489,Red Roses for a Blue Lady.1
1490,Call Me Irresponsible
1491,Exactly Like You
1492,Crimson & Clover
1493,Mony Mony
1494,Hanky Panky
1495,Real Real Real
1496,Right Here Right Now
1497,Real Real Real.1
1498,Me And You And A Dog Named Boo
1499,I'd Love You to Want Me.1
1500,Me And You And A Dog Named Boo.1
1501,"Me, You & A Dog Named Boo"
1502,I'd Love You to Want Me
1503,The Caribbean Disco Show
1504,Purple People Eater
1505,Perdere l'amore.1
1506,Erba Di Casa Mia
1507,Perdere l'amore
1508,Ti parlero d'amore
1509,Rose rosse
1510,Rose rosse.2
1511,Rose rosse.1
1512,Forever and Ever
1513,Goodbye My Love Goodbye
1514,Cafe del Mar
1515,Even the Nights Are Better.1
1516,Making Love Out of Nothing at All
1517,Goodbye
1518,Two Less Lonely People in the World.1
1519,All Out Of Love
1520,Two Less Lonely People in the World
1521,Even the Nights Are Better
1522,She Never Heard Me Call
1523,Making Love Out of Nothing at All.2
1524,Making Love Out of Nothing at All.1
1525,All Out Of Love.2
1526,All Out Of Love.3
1527,Come What May
1528,All Out Of Love.1
1529,Criminal
1530,Satellite
1531,Pantala Naga Pampa
1532,So Much to Say
1533,Crush
1534,Too Much
1535,Rhyme & Reason
1536,Ants Marching
1537,Satellite.1
1538,#40
1539,The Dreaming Tree
1540,One Sweet World
1541,Halloween
1542,What Would You Say
1543,Lie in Our Graves
1544,Dancing Nancies
1545,Stay (Wasting Time)
1546,Two Step
1547,Don't Drink the Water
1548,Crash Into Me
1549,Typical Situation
1550,Proudest Monkey
1551,Halloween.1
1552,The Best of What's Around
1553,Halloween.2
1554,Rhythm of the Night.1
1555,Rhythm of the Night.2
1556,Baby Baby.1
1557,Baby Baby
1558,Rhythm of the Night
1559,Sister Honey
1560,Stand Back.1
1561,Stand Back
1562,Edge of Seventeen
1563,Stop Draggin' My Heart Around
1564,Blue Lamp
1565,Landslide
1566,Some Become Strangers
1567,Gold Dust Woman
1568,Edge of Seventeen.1
1569,Leather and Lace
1570,Chase
1571,Chase.1
1572,Hit Me With Your Best Shot.1
1573,Love Is A Battlefield.1
1574,We Belong
1575,Hit Me With Your Best Shot
1576,Shadows of the Night
1577,Love Is A Battlefield
1578,Fire & Ice
1579,HeartBreaker
1580,We Belong.1
1581,We Belong.2
1582,(Sitin' on) The Dock of the Bay.1
1583,Try a Little Tenderness
1584,(Sitin' on) The Dock of the Bay
1585,Out of My Head
1586,The Way
1587,Harden My Heart
1588,I'm a Man Not a Boy
1589,The One And Only
1590,Per amore
1591,Nel cuore lei
1592,Rapsodia
1593,Sogno
1594,Vivo Per Lei
1595,Il mare calmo della sera
1596,Vivo Per Lei.3
1597,"Tosca: ""E lucevan le stelle..."""
1598,Vivo Per Lei.2
1599,Ave Maria
1600,Con Te Partiro
1601,Vivo per lei.1
1602,Vivo Per Lei.5
1603,Caruso
1604,Vivere
1605,Vivo Per Lei.4
1606,O sole mio
1607,Vivo per lei.6
1608,Romanza.1
1609,'O mare e tu
1610,Sogno.1
1611,Romanza
1612,Con Te Partiro.1
1613,Il mare calmo della sera.4
1614,Con Te Partiro.2
1615,Il mare calmo della sera.1
1616,Miserere
1617,Time to Say Goodbye
1618,Il mare calmo della sera.3
1619,Il mare calmo della sera.2
1620,Vivere (feat. Andrea Bocelli)
1621,I Only Have Eyes for You
1622,Birdland
1623,Palladium
1624,Harlequin
1625,Palladium.1
1626,He Ain't Heavy... He's My Brother
1627,Physical
1628,Xanadu.2
1629,Summer Nights
1630,Let Me Be There.1
1631,Xanadu.1
1632,Let Me Be There
1633,"I Love You, I Honestly Love You.1"
1634,Have You Ever Been Mellow.1
1635,If You Love Me
1636,Xanadu
1637,"I Love You, I Honestly Love You.2"
1638,Have You Ever Been Mellow.2
1639,Physical.1
1640,Hopelessly Devoted to You.2
1641,Summer Nights.1
1642,Banks of the Ohio
1643,Have You Ever Been Mellow
1644,Hopelessly Devoted to You.1
1645,"I Love You, I Honestly Love You"
1646,Hopelessly Devoted to You
1647,You're the One That I Want
1648,Banks of the Ohio.1
1649,If Not for You
1650,Please Mr. Please
1651,Magic
1652,Let's Get Physical
1653,Warum immer ich
1654,Warum immer ich.1
1655,Das Drews Sommerhit Medley '99
1656,Theme From The Godfather
1657,At This Moment
1658,Tuxedo Junction
1659,The Speak Up Mambo (Cuentame)
1660,Boy From New York City.1
1661,Twilight Zone   Twilight Tone.1
1662,Chanson D'Amour
1663,Twilight Zone   Twilight Tone
1664,Chanson D'Amour.1
1665,Boy From New York City
1666,Mrs Robinson
1667,Rest Assured
1668,Stan
1669,Kim
1670,Guilty Conscience
1671,The Way I Am
1672,Under the Influence
1673,Bad Meets Evil
1674,Role Model
1675,The Real Slim Shady
1676,Introduction   I Love to See You Smile
1677,Short People
1678,Heaven Must Be Missing an Angel
1679,Heaven Must Be Missing an Angel.2
1680,Heaven Must Be Missing an Angel.1
1681,It Only Takes a Minute
1682,Don't Take Away the Music
1683,End of Innocence
1684,Boys of Summer
1685,New York Minute
1686,Dirty Laundry
1687,The End of the Innocence
1688,The End of the Innocence.1
1689,Boys of Summer.1
1690,Boys of Summer.2
1691,Dirty Laundry.1
1692,Boogie Nights
1693,The Groove Line
1694,Feel Like Making Love
1695,Always & Forever
1696,The Groove Line.1
1697,Boogie Nights.1
1698,"The Force, Part I"
1699,The Sun Ain't Gonna Shine Anymore
1700,I Don't Think That Man Should Sleep Alone
1701,Ghostbusters
1702,I Don't Think That Man Should Sleep Alone.1
1703,Ghostbusters.1
1704,Take a Chance With Me
1705,Love Is The Drug
1706,Jealous Guy
1707,Avalon.1
1708,Avalon
1709,Twisting the Night Away
1710,(What a) Wonderful World
1711,You Send Me
1712,Twistin the Night Away
1713,Cupid
1714,Another Saturday Night
1715,"Incantations, Part 4"
1716,Amarok
1717,Moonlight Shadow
1718,The Lake (Two Sides Excerpt)
1719,Ommadawn
1720,Tubular Bells (part one)
1721,Taurus II
1722,Conflict
1723,Clumsy
1724,Superman's Dead
1725,Starseed
1726,Celebrate (The Love)
1727,I'll Always Love You
1728,Can't Get Enough of Your Love
1729,Tell It to My Heart
1730,Tell It to My Heart.1
1731,Da da da
1732,L'amore vuole amore
1733,Una rosa blu
1734,La notte dei pensieri
1735,Il sopravvento
1736,Non arriveranno I nostri.1
1737,Ragazza d'argento.1
1738,Il sopravvento.1
1739,Una rosa blu.1
1740,Amico (feat. Michele Zarrillo)
1741,Dieci ragioni per vivere
1742,Ragazza d'argento
1743,L'elefante e la farfalla
1744,Non arriveranno I nostri
1745,Cinque giorni
1746,Stand By Me
1747,Down on the Corner
1748,Sweet Hitch-Hiker
1749,Have You Ever Seen the Rain
1750,Long As I Can See The Light
1751,Proud Mary.2
1752,Proud Mary.3
1753,Born On The Bayou.1
1754,Bad Moon Rising.4
1755,Born On The Bayou.3
1756,Proud Mary.1
1757,Born On The Bayou.2
1758,Bad Moon Rising.1
1759,Lookin' Out My Back Door
1760,Hey Tonight
1761,Up Around The Bend.2
1762,Proud Mary.4
1763,Proud Mary.5
1764,Bad Moon Rising.2
1765,Up Around The Bend.1
1766,Proud Mary.7
1767,Proud Mary.6
1768,Bad Moon Rising.3
1769,Who'll Stop the Rain.2
1770,Up Around The Bend
1771,Lodi
1772,Who'll Stop the Rain.1
1773,Travelin' Band.1
1774,Travelin' Band
1775,Travelin' Band.2
1776,Hey Tonight.2
1777,Bad Moon Rising
1778,Suzie Q
1779,Hey Tonight.3
1780,Midnight Special
1781,I Put A Spell On You.1
1782,Proud Mary
1783,Hey Tonight.1
1784,Born On The Bayou
1785,Someday Never Comes
1786,Fortunate Son
1787,I Heard It Through The Grapevine.1
1788,Who'll Stop the Rain
1789,I Heard It Through The Grapevine.2
1790,Have You Ever Seen the Rain.2
1791,Suzie Q.5
1792,Green River
1793,Suzie Q.4
1794,Have You Ever Seen the Rain.3
1795,I Heard It Through The Grapevine
1796,Green River.1
1797,Have You Ever Seen the Rain.1
1798,Suzie Q.6
1799,Proud Mary.8
1800,Suzie Q.7
1801,Down on the Corner.2
1802,Suzie Q.3
1803,I Put A Spell On You
1804,Suzie Q.2
1805,Down on the Corner.3
1806,Down on the Corner.1
1807,Lodi.1
1808,Lookin' Out My Back Door.1
1809,Suzie Q.1
1810,Yakety Yak
1811,Charlie Brown
1812,Never Ending Story (2009 Remaster) (From the Film ''Never Ending Story'').1
1813,Never Ending Story (2009 Remaster) (From the Film ''Never Ending Story'')
1814,Just Imagine
1815,What Goes Up
1816,Lucifer.1
1817,Lucifer.2
1818,Don't Answer Me
1819,Eye In The Sky.1
1820,(The System of) Dr. Tarr and Professor Fether
1821,Lucifer
1822,Eye In The Sky.2
1823,I Wouldn't Want To Be Like You
1824,The Tell-Tale Heart
1825,Damned If I Do
1826,Eye In The Sky
1827,Don't Answer Me.4
1828,The Raven.1
1829,Don't Answer Me.1
1830,The Cask Of Amontillado.1
1831,The Tell-Tale Heart.1
1832,The Raven.2
1833,Don't Answer Me.3
1834,Don't Answer Me.2
1835,The Cask Of Amontillado.2
1836,The Tell-Tale Heart.2
1837,Prime Time
1838,Prime Time.1
1839,The Raven
1840,What Goes Up.1
1841,Games People Play
1842,Mammagamma.1
1843,Sirius   Eye in the Sky
1844,Mammagamma
1845,The Cask Of Amontillado
1846,"The Turn of a Friendly Card, Part 2"
1847,Final Reunion   End Title
1848,Bandstand Boogie
1849,If Tomorrow Never Comes
1850,Can't Smile Without You
1851,It's a Miracle
1852,Copa Cabana (disco)
1853,This One's for You
1854,Looks Like We Made It
1855,Even Now
1856,Even Now.1
1857,I Write the Songs
1858,Could It Be Magic.2
1859,Can't Smile Without You.2
1860,Mandy.2
1861,Mandy.3
1862,Could It Be Magic.1
1863,Can't Smile Without You.1
1864,Mandy.1
1865,I Made It Through The Rain
1866,Mandy.4
1867,Could It Be Magic
1868,Copacabana
1869,Ships
1870,Mandy.5
1871,Mandy.7
1872,Mandy
1873,Mandy.6
1874,Memory
1875,I Write the Songs.3
1876,Copacabana.1
1877,Somewhere In The Night
1878,I Write the Songs.2
1879,Copacabana (At the Copa)
1880,Copacabana.2
1881,I Write the Songs.1
1882,Be Bob A-Lula
1883,Begin the Beguine
1884,Futura
1885,Apriti cuore
1886,Non vergognarsi mai
1887,L'anno che verra.6
1888,L'ultima Luna.2
1889,Vita.1
1890,L'anno che verra.5
1891,L'anno che verra.4
1892,L'ultima Luna.1
1893,Balla balla ballerino.2
1894,Stella di mare
1895,Anna e Marco
1896,Vita
1897,L'anno che verra.1
1898,4 marzo 1943.1
1899,Caruso.1
1900,Cara
1901,Balla balla ballerino.1
1902,L'anno che verra.3
1903,L'anno che verra.2
1904,Disperato erotico stomp
1905,Canzone.1
1906,Cara.1
1907,Attenti al lupo
1908,4 marzo 1943
1909,Bisogna saper perdere
1910,Futura.1
1911,Tu non mi basti mai
1912,Ciao.1
1913,Disperato erotico stomp.1
1914,Cara.2
1915,Ciao
1916,Futura.2
1917,Ciao.2
1918,L'ultima Luna
1919,Telefonami tra vent'anni
1920,Anna e Marco.1
1921,Cosa sara
1922,Caruso
1923,Chissa se lo sai
1924,Anna e Marco.2
1925,Come e profondo il mare
1926,Com'e profondo il mare
1927,Liberi
1928,Canzone
1929,Attenti al lupo.1
1930,Balla balla ballerino
1931,Attenti al lupo.2
1932,Nuvolari
1933,Amen
1934,L'anno che verra
1935,Piazza grande
1936,Piazza grande (feat. Lucio Dalla) (unplugged)
1937,Ayrton
1938,Don't Touch Me
1939,Cosa sara.1
1940,Stella di mare.1
1941,Building a Bridge to Your Heart
1942,Kingston Town.2
1943,Red Red Wine.4
1944,Kingston Town.1
1945,(I Can't Help) Falling In Love With You
1946,Red Red Wine.1
1947,(I Can't Help) Falling In Love With You.2
1948,Red Red Wine.2
1949,(I Can't Help) Falling In Love With You.1
1950,So Here I Am
1951,Red Red Wine.3
1952,I'll Be Your Baby Tonight
1953,Maybe Tomorrow
1954,Homely Girl.1
1955,Homely Girl
1956,Groovin'
1957,Kingston Town
1958,I'll Be Your Baby Tonight.1
1959,Red Red Wine
1960,Higher Ground.1
1961,Higher Ground
1962,Higher Ground.2
1963,True
1964,Gold.1
1965,True.1
1966,True.3
1967,True.2
1968,Gold
1969,Wunderland Bei Nacht
1970,A Swinging Safari
1971,A Swinging Safari.1
1972,A Swinging Safari.2
1973,Strangers in the Night
1974,I Think I Love You
1975,Big Spender
1976,Kayama
1977,Kayama.1
1978,The Girl From Ipanema (Garota de Ipanema)
1979,Desafinado
1980,The Girl From Ipanema (Garota de Ipanema).1
1981,I Get A Kick Out Of You
1982,My Way (live).1
1983,Bewitched.2
1984,Just One Of Those Things
1985,All the Things You Are
1986,That's Life
1987,The Lady Is a Tramp
1988,Blue Moon
1989,My Way (live).2
1990,Bewitched.1
1991,What Is This Thing Called Love?
1992,Anything Goes
1993,Something Stupid.1
1994,Sentimental Journey
1995,My Funny Valentine
1996,I Get A Kick Out Of You.1
1997,Chicago
1998,My Shining Hour
1999,Ol' Man River
2000,Guys and Dolls (reprise)
2001,I'm Glad There Is You
2002,You'll Never Walk Alone
2003,"New York, New York (theme du film)"
2004,I've Got You Under My Skin
2005,The Most Beautiful Girl in the World
2006,Bewitched
2007,Where or When
2008,Just One Of Those Things.1
2009,"New York, New York (theme du film).3"
2010,"New York, New York (theme du film).2"
2011,Goin' Out of My Head
2012,My Funny Valentine.1
2013,Strangers in the Night
2014,"New York, New York (theme du film).1"
2015,Night and Day.1
2016,"Yes Sir, That's My Baby"
2017,Strangers in the Night.2
2018,Luck Be a Lady
2019,My Way (live)
2020,Fly Me to the Moon
2021,Strangers in the Night.1
2022,What Is This Thing Called Love?.1
2023,The Lady Is a Tramp.1
2024,Autumn Leaves
2025,One More for My Baby (And One More for the Road)
2026,Anything Goes.1
2027,Come Rain or Come Shine
2028,Night and Day
2029,Something Stupid
2030,The Way You Look Tonight
2031,For Every Man There's a Woman
2032,I Believe in You
2033,Och was ik maar bij moeder thuis gebleven
2034,Funky Town
2035,Funky Town.1
2036,Mrs. Robinson
2037,Bridge Over Troubled Water
